# Time-averaged data for fix 4
# TimeStep c_msdData1[1] c_msdData1[2] c_msdData1[3] c_msdData1[4]
4568000 1.57088 15.2207 1.61156 18.4031
4576000 1.97994 12.376 1.59817 15.9541
4584000 1.97001 13.8539 1.90123 17.7251
4592000 2.66503 15.4604 1.7551 19.8805
4600000 3.07069 15.1082 1.80053 19.9794
4608000 2.3959 15.158 1.02269 18.5766
4616000 2.21282 13.9616 1.24457 17.4189
4624000 1.72159 14.6279 1.24483 17.5944
4632000 10.5758 14.4327 0.330324 25.3388
4640000 14.1905 14.6962 0.233664 29.1203
4648000 11.4628 17.6434 0.226717 29.3329
4656000 14.5886 16.7459 0.186614 31.5211
4664000 11.5301 16.6944 0.0683489 28.2929
4672000 12.2264 15.3295 0.186367 27.7423
4680000 10.5327 17.3598 0.201543 28.0941
4688000 12.6038 19.6966 0.294767 32.5951
4696000 11.66 17.491 0.44123 29.5923
4704000 11.1706 16.6352 0.284287 28.09
4712000 12.1638 16.4078 0.278375 28.8499
4720000 10.8509 16.3881 0.173323 27.4123
4728000 13.1396 14.8323 0.189543 28.1614
4736000 12.6712 15.7886 0.0848194 28.5447
4744000 10.2508 15.3266 0.0779164 25.6553
4752000 12.4168 15.3077 0.254647 27.9791
4760000 11.8119 15.8265 0.430666 28.0691
4768000 10.5491 15.6789 0.14185 26.3699
4776000 13.4799 17.6215 0.408069 31.5095
4784000 11.4613 15.167 0.315505 26.9439
4792000 11.5998 15.4861 0.331055 27.4169
4800000 13.7544 16.6515 0.596881 31.0028
4808000 12.4043 15.7312 0.78916 28.9247
4816000 12.1592 15.8011 0.142603 28.1029
4824000 13.0782 14.6269 0.277598 27.9827
4832000 12.7396 16.0451 0.285684 29.0704
4840000 13.4418 16.8479 0.184365 30.474
4848000 12.2497 16.0609 0.226392 28.537
4856000 13.0143 16.2582 0.288291 29.5608
4864000 13.1346 16.0908 0.392252 29.6176
4872000 10.6592 15.8318 0.687994 27.179
4880000 12.8117 16.4269 0.18479 29.4234
4888000 11.856 15.7313 0.378568 27.9659
4896000 12.96 17.5757 0.34778 30.8834
4904000 10.5722 15.6457 0.233731 26.4517
4912000 12.8019 14.9982 0.244191 28.0443
4920000 14.6023 16.7536 0.35316 31.7091
4928000 12.7003 15.9639 0.505295 29.1695
4936000 11.6653 17.2528 0.210663 29.1288
4944000 12.6081 15.0727 0.312639 27.9935
4952000 11.8365 16.2907 0.352595 28.4798
4960000 11.7478 14.8362 0.395745 26.9798
4968000 11.1651 17.1425 0.25327 28.5609
4976000 11.7948 15.7983 0.691072 28.2841
4984000 12.5067 17.0927 0.29703 29.8964
4992000 14.7711 5.76315 4.60874 25.143
5000000 11.8611 4.48033 4.3107 20.6521
5008000 14.5207 4.7979 4.51447 23.8331
5016000 15.5887 4.26313 4.31286 24.1647
5024000 14.9145 4.76317 4.43279 24.1104
5032000 27.1007 15.9811 4.75215 47.834
5040000 29.9253 16.2566 4.0566 50.2385
5048000 29.8846 18.4972 4.1273 52.5091
5056000 27.4487 16.8545 5.24057 49.5437
5064000 29.4852 16.9497 3.96005 50.395
5072000 30.8732 17.1616 4.29397 52.3288
5080000 28.7989 16.3177 4.59151 49.7081
5088000 27.5046 16.0309 4.10359 47.6391
5096000 31.1563 14.6943 3.95232 49.8029
5104000 25.9983 16.2916 5.04319 47.333
5112000 30.0726 16.4901 4.31983 50.8825
5120000 28.5382 16.4836 3.73587 48.7576
5128000 32.7648 16.4603 3.77709 53.0023
5136000 26.9517 17.2927 4.70262 48.947
5144000 29.2494 17.2194 4.82932 51.298
5152000 32.3387 17.281 2.60717 52.2269
5160000 31.3724 15.762 4.69836 51.8328
5168000 33.3599 15.8704 4.58106 53.8114
5176000 29.2241 15.8114 5.11388 50.1494
5184000 32.7408 16.2342 4.48669 53.4617
5192000 30.4719 16.9481 4.71655 52.1366
5200000 30.2753 16.5845 4.24122 51.101
5208000 30.8825 17.4712 4.80551 53.1592
5216000 29.036 15.1694 4.06078 48.2662
5224000 26.0998 16.5925 4.45132 47.1436
5232000 31.9636 17.098 3.97231 53.0339
5240000 30.5382 15.7687 4.33183 50.6387
5248000 32.313 15.6853 4.88072 52.879
5256000 31.1402 14.5663 5.05077 50.7573
5264000 25.7397 17.257 4.87079 47.8675
5272000 31.0039 17.4856 3.98261 52.4722
5280000 29.9209 16.2325 4.93598 51.0894
5288000 30.2838 17.0451 5.09463 52.4235
5296000 27.995 15.2675 3.73479 46.9972
5304000 29.7568 15.8187 3.6992 49.2748
5312000 29.3273 15.8403 4.79883 49.9665
5320000 29.3888 15.4878 3.42736 48.3039
5328000 30.6439 14.8884 4.49415 50.0264
5336000 29.5989 15.8141 4.96875 50.3818
5344000 30.4076 16.6776 4.15092 51.2362
5352000 29.6806 16.3396 3.92996 49.9501
5360000 12.204 4.00446 2.78432 18.9928
5368000 12.1921 4.01739 3.6697 19.8792
5376000 13.2164 3.59045 3.26881 20.0757
5384000 11.4155 5.13239 2.63693 19.1848
5392000 14.0763 5.20837 2.8356 22.1202
5400000 13.3098 3.83195 2.66339 19.8051
5408000 14.4232 3.40914 3.33068 21.163
5416000 14.881 4.73534 3.35526 22.9716
5424000 13.8676 3.32468 2.89337 20.0856
5432000 13.1815 4.20253 3.3691 20.7531
5440000 11.8522 5.12032 3.7132 20.6857
5448000 14.2621 4.72848 3.83177 22.8224
5456000 12.351 5.21287 3.56202 21.1259
5464000 14.7833 4.49529 3.14062 22.4192
5472000 14.1918 4.16976 3.3595 21.7211
5480000 13.6817 3.81978 2.448 19.9494
5488000 13.0281 4.14529 3.38667 20.56
5496000 13.2242 3.91185 4.09896 21.2351
5504000 12.8494 3.78255 3.51802 20.15
5512000 13.8448 4.2245 1.98825 20.0576
5520000 10.7902 3.34335 3.12312 17.2566
5528000 12.27 4.50428 3.77674 20.551
5536000 14.4502 4.47914 2.79167 21.721
5544000 12.5797 3.4892 2.97022 19.0391
5552000 11.642 4.43304 3.19485 19.2699
5560000 12.3307 3.64184 3.41704 19.3896
5568000 14.4814 4.45286 4.11144 23.0457
5576000 12.4964 5.15893 3.44684 21.1022
5584000 14.8059 3.66746 2.58329 21.0566
5592000 14.7396 4.29764 2.71307 21.7503
5600000 11.946 3.02893 4.58719 19.5622
5608000 13.0252 4.02168 2.83874 19.8856
5616000 12.7039 4.4462 3.44769 20.5978
5624000 13.5247 3.33598 3.04084 19.9016
5632000 13.7321 4.72513 2.51986 20.9771
5640000 13.0143 3.86588 3.42312 20.3033
5648000 16.0026 4.22124 2.11295 22.3368
5656000 14.7686 4.36063 2.65273 21.782
5664000 11.1937 4.10174 3.4732 18.7687
5672000 14.2347 4.05194 3.52969 21.8164
5680000 11.5858 5.10333 3.84383 20.533
5688000 13.7543 3.22024 3.02795 20.0025
5696000 13.1479 3.61738 3.11299 19.8782
5704000 13.2938 3.63126 3.67785 20.6029
5712000 13.2509 4.06646 3.90677 21.2242
5720000 13.8766 3.90204 3.38161 21.1602
5728000 15.5293 3.53717 1.74487 20.8114
5736000 12.9351 4.29696 3.49262 20.7247
5744000 11.9935 4.16746 3.68525 19.8463
5752000 13.2734 4.80809 3.24336 21.3249
5760000 14.0616 5.15417 3.37511 22.5909
5768000 16.3602 4.04652 2.97927 23.386
5776000 13.0609 3.68748 3.05728 19.8056
5784000 14.4883 4.01936 2.76137 21.269
5792000 13.4955 3.87196 4.01292 21.3804
5800000 11.5859 4.94707 2.74715 19.2801
5808000 13.839 3.91234 3.22039 20.9717
5816000 12.54 3.69874 4.15007 20.3888
5824000 12.2222 4.58515 2.38745 19.1948
5832000 13.8897 3.96179 3.97624 21.8277
5840000 13.3673 3.90382 3.45306 20.7242
5848000 12.1467 3.43647 3.05835 18.6415
5856000 14.1746 4.05301 2.92251 21.1502
5864000 14.4329 2.91969 3.89387 21.2464
5872000 11.6183 3.9533 3.70468 19.2763
5880000 12.9961 5.05508 2.61518 20.6664
5888000 13.6875 3.5077 3.18597 20.3812
5896000 11.8285 4.09737 3.16462 19.0905
5904000 13.6484 4.37475 3.1354 21.1585
5912000 12.9981 3.82313 3.25199 20.0732
5920000 14.1982 3.99161 3.38792 21.5778
5928000 13.358 4.72618 3.17344 21.2576
5936000 14.3415 3.67738 3.32117 21.3401
5944000 9.91354 2.51062 5.03965 17.4638
5952000 12.4935 3.80079 4.09308 20.3874
5960000 11.6438 4.10257 3.48761 19.234
5968000 11.2828 5.04929 4.03951 20.3716
5976000 13.8073 4.35274 3.13856 21.2986
5984000 15.8546 3.43975 3.00479 22.2991
5992000 12.7871 4.01906 3.14414 19.9503
6000000 12.5091 3.2808 3.31356 19.1034
6008000 13.7789 3.77808 3.33897 20.896
6016000 12.8948 3.77394 2.5646 19.2334
6024000 13.2714 3.63644 4.31019 21.218
6032000 13.5095 4.09038 3.24429 20.8442
6040000 13.6427 3.90259 3.66835 21.2136
6048000 15.9835 3.78511 3.84009 23.6087
6056000 14.2952 3.89012 3.59353 21.7789
6064000 13.288 4.36582 3.98359 21.6374
6072000 15.0171 4.92096 2.70586 22.6439
6080000 13.4033 4.61659 3.11075 21.1307
6088000 10.6695 4.0573 4.14044 18.8673
6096000 12.0652 4.60783 3.35157 20.0246
6104000 14.1946 3.77742 3.20358 21.1756
6112000 11.3885 3.74724 3.18114 18.3169
6120000 14.4292 4.04068 2.8203 21.2902
6128000 11.6327 4.25578 3.95317 19.8417
6136000 14.2681 4.31693 3.34544 21.9304
6144000 12.9588 3.65656 3.94889 20.5643
6152000 14.4058 4.20792 3.24944 21.8632
6160000 13.5271 3.62436 3.87095 21.0224
6168000 3.12602 5.28544 14.4551 22.8666
6176000 3.89767 5.04698 14.1173 23.0619
6184000 2.72841 3.93009 13.8511 20.5096
6192000 4.73966 4.48627 14.2255 23.4514
6200000 2.53924 5.01103 12.9164 20.4667
6208000 4.1156 4.30817 17.6025 26.0262
6216000 4.09125 5.31917 15.4549 24.8653
6224000 3.35743 4.76236 15.8977 24.0175
6232000 3.94168 4.54233 14.5619 23.0459
6240000 2.7334 5.54443 15.4829 23.7608
6248000 3.20537 5.59213 15.1489 23.9464
6256000 4.06571 4.76502 14.808 23.6387
6264000 2.28723 4.62217 13.9048 20.8142
6272000 4.46535 5.27599 16.8078 26.5491
6280000 2.54568 5.27587 14.4751 22.2966
6288000 3.46294 4.63567 15.1442 23.2428
6296000 3.06509 4.44673 15.1223 22.6341
6304000 3.715 5.00547 15.2079 23.9283
6312000 3.58776 5.04246 14.4425 23.0727
6320000 4.16721 5.30325 16.3047 25.7752
6328000 3.52227 5.15371 14.3334 23.0094
6336000 3.99882 5.81091 15.3375 25.1472
6344000 3.63154 6.38457 14.028 24.0441
6352000 3.44295 4.75153 13.6809 21.8754
6360000 3.33297 6.19287 15.1076 24.6334
6368000 4.14852 5.48341 15.407 25.039
6376000 3.1877 5.01693 14.8996 23.1042
6384000 5.6263 4.94591 13.5942 24.1664
6392000 3.45691 5.0939 15.2671 23.8179
6400000 3.27369 4.37447 12.2856 19.9338
6408000 3.98893 4.87437 15.5053 24.3686
6416000 4.48869 6.27851 15.9007 26.6679
6424000 4.08561 5.16611 15.2986 24.5503
6432000 3.47777 4.58499 15.6702 23.7329
6440000 3.60086 4.65843 14.957 23.2163
6448000 3.0431 4.25263 12.2007 19.4964
6456000 3.99533 4.70218 14.9795 23.6771
6464000 3.72383 5.0447 13.6305 22.3991
6472000 4.63855 5.88447 15.8425 26.3656
6480000 4.06461 4.7519 12.3198 21.1363
6488000 3.69192 5.48723 12.7026 21.8817
6496000 2.9848 5.40227 14.4965 22.8836
6504000 3.20787 4.48879 15.8221 23.5187
6512000 3.31458 4.66487 13.6081 21.5875
6520000 3.66773 5.00023 14.7493 23.4172
6528000 3.52732 5.17943 14.4176 23.1244
6536000 3.38216 4.69142 16.5088 24.5824
6544000 3.53532 5.29254 15.0553 23.8832
6552000 2.85571 4.5514 15.6157 23.0229
6560000 3.47959 3.87275 15.3154 22.6677
6568000 4.01032 4.41079 13.6699 22.091
6576000 2.77524 5.05474 14.1083 21.9383
6584000 5.42512 4.58894 15.3621 25.3762
6592000 3.84836 4.26306 14.7349 22.8463
6600000 3.74619 5.99174 14.5256 24.2636
6608000 3.95988 4.91509 16.3856 25.2605
6616000 4.28113 4.80389 15.6306 24.7157
6624000 4.08307 5.74231 13.9985 23.8238
6632000 4.34881 5.00731 14.6157 23.9718
6640000 3.07153 5.22309 15.7905 24.0851
6648000 3.67654 6.03634 13.5134 23.2263
6656000 3.30646 5.46651 14.5813 23.3543
6664000 3.406 4.84203 15.4794 23.7275
6672000 3.27901 6.4594 14.5403 24.2787
6680000 3.82361 5.02117 15.0817 23.9264
6688000 3.95701 3.88957 16.7751 24.6217
6696000 3.80415 4.72275 17.3144 25.8413
6704000 4.16168 5.85876 15.3968 25.4172
6712000 2.88386 4.59242 12.9458 20.422
6720000 4.23814 4.469 16.7867 25.4938
6728000 3.98394 5.39664 14.6646 24.0452
6736000 3.54967 5.15788 15.0662 23.7738
6744000 4.23649 5.44882 15.592 25.2774
6752000 3.5142 4.62451 14.5801 22.7188
6760000 3.31853 4.95123 15.5147 23.7845
6768000 2.91365 5.28342 14.8355 23.0325
6776000 2.84762 5.22714 14.807 22.8817
6784000 3.40881 5.8904 14.7801 24.0793
6792000 3.49619 4.51341 14.5321 22.5417
6800000 4.80198 5.12686 13.4033 23.3321
6808000 3.31125 4.38499 15.6606 23.3568
6816000 3.70044 5.29631 14.9323 23.9291
6824000 4.0959 5.85632 15.5239 25.4761
6832000 3.8314 5.58162 17.2285 26.6415
6840000 3.62327 4.41473 13.9243 21.9623
6848000 3.52976 4.67215 17.5899 25.7918
6856000 4.06465 4.73354 14.7417 23.5399
6864000 3.68583 5.67167 15.6549 25.0124
6872000 4.44865 6.06971 14.1672 24.6855
6880000 4.38259 5.79848 15.6448 25.8258
6888000 3.19528 4.67585 12.9473 20.8184
6896000 2.6957 4.58519 13.5793 20.8602
6904000 5.34195 4.27928 14.2912 23.9125
6912000 3.98436 4.77325 15.1314 23.889
6920000 3.22219 6.18569 14.7618 24.1697
6928000 4.02672 4.63027 13.9894 22.6464
6936000 3.52859 4.40516 14.7711 22.7048
6944000 4.10988 4.5344 15.2121 23.8564
6952000 4.3286 5.21316 13.7983 23.34
6960000 4.0391 5.24122 13.5918 22.8721
6968000 13.3342 13.7395 15.3354 42.4091
6976000 12.2161 18.2919 15.7145 46.2225
6984000 14.0383 15.5018 14.9536 44.4938
6992000 13.3141 15.9228 15.6768 44.9137
7000000 12.1604 16.152 14.9022 43.2146
7008000 12.2505 17.8553 15.3654 45.4713
7016000 14.5787 16.9113 14.4779 45.9679
7024000 14.6649 18.8743 14.735 48.2742
7032000 14.3493 15.6526 13.4441 43.446
7040000 13.0319 15.7886 14.0615 42.882
7048000 14.9241 17.5685 16.3252 48.8178
7056000 12.3226 17.5875 14.6694 44.5795
7064000 12.2066 16.8906 16.5239 45.6211
7072000 14.7413 15.7206 13.9925 44.4545
7080000 13.4223 16.644 13.3037 43.37
7088000 13.2229 16.9615 15.7339 45.9183
7096000 12.0393 14.6363 17.3502 44.0258
7104000 13.1622 16.7585 13.706 43.6267
7112000 13.5271 14.2825 14.8388 42.6483
7120000 13.4925 14.9543 15.4313 43.8781
7128000 10.404 12.5191 18.5721 41.4951
7136000 13.6808 15.0704 16.3347 45.0858
7144000 13.4523 17.2451 14.9149 45.6124
7152000 13.6627 15.84 15.0956 44.5983
7160000 16.5209 16.5892 13.0881 46.1981
7168000 11.8856 16.2247 14.5349 42.6452
7176000 12.0175 16.656 17.1647 45.8382
7184000 13.0155 16.0851 14.0357 43.1363
7192000 14.9165 14.3896 16.498 45.8041
7200000 13.9531 16.4637 16.8425 47.2594
7208000 12.9114 15.2191 13.4995 41.63
7216000 14.2089 14.787 16.2679 45.2638
7224000 13.9282 15.6759 13.3818 42.9859
7232000 13.5085 16.9421 14.7813 45.232
7240000 12.0277 14.5349 14.0897 40.6523
7248000 14.7621 17.6924 14.4493 46.9037
7256000 30.7558 36.5803 14.5293 81.8654
7264000 32.5717 32.5155 14.0724 79.1595
7272000 30.5008 31.9291 12.6575 75.0875
7280000 30.0367 34.0197 14.4082 78.4646
7288000 28.7293 32.5355 14.6837 75.9485
7296000 30.7156 35.2811 13.6617 79.6584
7304000 28.5012 33.1973 13.6704 75.3689
7312000 31.4864 34.2225 15.9551 81.664
7320000 28.5804 34.4592 15.4545 78.4941
7328000 31.0136 31.3113 13.6993 76.0242
7336000 26.1829 33.0167 13.9608 73.1604
7344000 30.9492 33.5507 16.0319 80.5318
7352000 31.4284 33.5058 13.3112 78.2454
7360000 29.0844 32.8751 14.2491 76.2085
7368000 30.2218 34.0977 14.7759 79.0955
7376000 30.0021 35.808 13.4264 79.2365
7384000 25.6055 32.9518 12.3987 70.956
7392000 29.6031 31.4865 15.2642 76.3537
7400000 28.2581 36.0058 14.0227 78.2866
7408000 26.7146 33.167 12.3835 72.2652
7416000 27.6147 33.4647 15.9774 77.0568
7424000 33.4215 35.0889 15.9957 84.5061
7432000 27.3762 33.3242 15.541 76.2414
7440000 28.782 33.9106 15.8725 78.5651
7448000 28.9525 32.5259 14.6189 76.0974
7456000 28.0086 35.3577 14.8593 78.2256
7464000 30.4845 36.3522 14.0602 80.8969
7472000 29.2431 32.7518 15.2031 77.198
7480000 30.8255 33.8956 13.2941 78.0151
7488000 32.4004 33.7419 15.3631 81.5055
7496000 30.836 34.2315 12.9103 77.9778
7504000 27.5461 31.4204 16.1921 75.1586
7512000 27.456 32.932 15.1172 75.5052
7520000 27.5546 33.394 12.7448 73.6934
7528000 34.0612 33.1562 15.2146 82.432
7536000 27.4453 35.4887 14.8482 77.7822
7544000 30.9654 35.6262 14.7322 81.3238
7552000 32.1421 34.3104 14.944 81.3965
7560000 32.4015 34.283 15.0876 81.7721
7568000 28.0807 32.6016 16.2251 76.9074
7576000 28.5096 35.0476 13.8495 77.4067
7584000 31.8479 34.6912 15.2431 81.7822
7592000 33.4219 33.7855 15.4547 82.6621
7600000 29.1422 35.2041 15.5791 79.9255
7608000 31.2668 33.7757 14.0481 79.0906
7616000 29.5273 31.2047 15.1998 75.9318
7624000 30.8099 35.2852 13.7507 79.8457
7632000 29.4121 35.063 14.4525 78.9277
7640000 31.2644 35.2364 15.5767 82.0775
7648000 31.083 32.8397 15.8085 79.7312
7656000 29.8549 33.1131 14.4674 77.4354
7664000 31.4425 34.3449 14.4957 80.2831
7672000 27.996 30.2161 15.1399 73.3521
7680000 27.467 32.7097 15.4815 75.6582
7688000 31.576 36.4773 15.5268 83.5801
7696000 31.5736 33.7656 15.9115 81.2507
7704000 29.254 35.7829 15.6241 80.661
7712000 28.9929 36.3386 13.4117 78.7432
7720000 32.8232 34.9085 16.8628 84.5945
7728000 29.7852 32.0864 17.0258 78.8974
7736000 28.9027 33.0935 14.2339 76.2301
7744000 27.702 34.7504 15.2383 77.6908
7752000 30.639 33.5416 14.9192 79.0998
7760000 28.7241 34.0551 15.4328 78.212
7768000 28.6524 35.1381 15.3898 79.1803
7776000 54.2749 56.0588 15.3968 125.731
7784000 49.8617 57.0846 15.105 122.051
7792000 48.849 62.9362 14.3012 126.086
7800000 52.8294 57.31 14.4573 124.597
7808000 50.8072 57.3808 14.5555 122.743
7816000 50.0222 52.6844 14.7811 117.488
7824000 49.3153 56.5549 15.7823 121.653
7832000 51.8868 57.7461 14.0449 123.678
7840000 53.1759 55.0503 15.5475 123.774
7848000 52.2306 55.5888 15.5349 123.354
7856000 53.3741 57.2028 14.6263 125.203
7864000 49.3047 54.7746 13.0011 117.08
7872000 55.5983 58.6044 15.0234 129.226
7880000 50.8236 55.9526 15.9858 122.762
7888000 51.7523 58.0622 13.9678 123.782
7896000 47.8746 57.154 13.9546 118.983
7904000 83.3815 88.3975 14.4672 186.246
7912000 80.1668 85.8541 14.2009 180.222
7920000 79.9684 87.7009 14.0302 181.699
7928000 77.1101 89.1756 14.8649 181.151
7936000 78.002 89.244 14.2065 181.452
7944000 81.3425 82.7377 15.9555 180.036
7952000 81.6925 88.3462 15.7151 185.754
7960000 76.2539 85.7957 14.3499 176.4
7968000 76.0695 85.6264 14.7309 176.427
7976000 74.8982 84.7643 15.1237 174.786
7984000 80.2362 89.1496 16.1007 185.487
7992000 84.2068 91.8627 14.3371 190.407
8000000 80.3431 83.0612 16.705 180.109
8008000 76.6963 88.7715 15.9512 181.419
8016000 80.1054 83.624 14.4632 178.192
8024000 80.3887 86.918 13.5635 180.87
8032000 86.4538 86.8096 12.4008 185.664
8040000 80.1704 84.8297 16.2886 181.289
8048000 78.1515 91.1771 14.0549 183.384
8056000 78.59 85.4481 15.3973 179.435
8064000 76.6554 86.4966 13.8647 177.017
8072000 111.735 84.879 4.31588 200.93
8080000 117.302 82.8121 4.47535 204.59
8088000 117.283 84.1107 4.58376 205.978
8096000 112.615 86.8239 4.43619 203.875
8104000 113.619 94.7737 3.36442 211.757
8112000 113.912 89.104 5.11217 208.128
8120000 115.557 86.9249 4.60095 207.083
8128000 113.533 86.3481 4.35795 204.239
8136000 115.415 88.7297 4.4538 208.598
8144000 108.927 87.4557 4.91683 201.3
8152000 118.626 86.9239 4.46638 210.017
8160000 116.949 84.5782 4.41251 205.939
8168000 108.375 86.2198 4.19323 198.788
8176000 115.209 89.353 3.5646 208.127
8184000 121.082 88.1856 3.73322 213.001
8192000 107.816 85.9816 3.07976 196.877
8200000 107.66 89.0124 5.10982 201.782
8208000 112.946 87.0391 5.37753 205.362
8216000 120.212 87.5563 3.8409 211.61
8224000 117.179 87.3889 4.6693 209.237
8232000 115.397 85.3425 5.00891 205.749
8240000 113.206 85.3575 3.82927 202.393
8248000 119.001 88.5263 4.41915 211.946
8256000 118.296 92.1636 4.16811 214.628
8264000 112.306 90.375 4.92188 207.603
8272000 111.849 91.4587 4.68492 207.993
8280000 113.789 83.8802 4.48074 202.15
8288000 112.998 92.4045 4.67791 210.08
8296000 115.423 84.4511 4.19658 204.071
8304000 116.784 87.4895 4.42943 208.703
8312000 120.532 88.0589 5.68048 214.271
8320000 115.901 83.135 4.92954 203.965
8328000 117.261 89.2921 3.55367 210.107
8336000 118.204 87.2469 5.44644 210.897
8344000 121.408 89.2103 4.47728 215.096
8352000 114.975 89.6568 5.28807 209.92
8360000 118.42 83.2625 5.21408 206.896
8368000 116.969 88.5555 3.84887 209.373
8376000 115.793 88.0168 4.90577 208.715
8384000 115.889 88.4751 4.71296 209.077
8392000 115.238 89.1142 4.41347 208.766
8400000 112.331 85.5546 3.71022 201.596
8408000 112.453 89.1168 5.34014 206.91
8416000 113.235 86.0425 5.32683 204.604
8424000 112.933 90.0382 4.5436 207.515
8432000 119.925 87.391 4.80986 212.126
8440000 120.389 92.6629 3.31602 216.368
8448000 119.58 88.6644 4.00233 212.246
8456000 115.63 87.4652 4.01873 207.114
8464000 113.027 87.6822 3.62893 204.338
8472000 120.724 88.0089 3.86823 212.601
8480000 111.361 86.8324 5.64294 203.837
8488000 120.807 85.7116 3.73769 210.257
8496000 115.238 85.1638 5.0063 205.408
8504000 114.268 89.7413 5.94565 209.955
8512000 113.326 87.1527 4.21537 204.694
8520000 109.954 83.2733 4.76112 197.988
8528000 114.923 81.4432 5.11264 201.479
8536000 108.86 83.9395 4.86552 197.665
8544000 117.291 84.7442 5.40436 207.439
8552000 111.259 89.6239 5.53076 206.414
8560000 118.554 89.4112 4.37253 212.338
8568000 111.986 87.263 4.72158 203.97
8576000 112.097 87.6078 4.44455 204.15
8584000 121.066 86.9326 4.41211 212.411
8592000 120.448 90.3646 4.70687 215.52
8600000 114.655 90.2345 3.72358 208.613
8608000 116.818 87.3284 4.64181 208.788
8616000 113.176 88.0098 4.36617 205.552
8624000 114.741 84.1573 3.90478 202.803
8632000 118.866 87.169 4.10913 210.145
8640000 113.331 90.0464 5.73508 209.113
8648000 115.163 87.1801 4.39897 206.742
8656000 113.062 87.4766 4.44802 204.987
8664000 113.58 92.9366 3.88572 210.403
8672000 111.675 85.4925 3.96692 201.135
8680000 115.273 85.6313 4.83448 205.739
8688000 116.957 90.6998 4.50167 212.159
8696000 120.803 86.9225 4.56464 212.29
8704000 109.454 87.1558 4.61604 201.226
8712000 115.807 88.0478 4.67027 208.525
8720000 112.831 83.9078 3.93034 200.669
8728000 115.006 85.7685 3.56726 204.342
8736000 115.944 84.0724 4.53912 204.555
8744000 121.027 90.7589 4.64266 216.429
8752000 117.319 84.7936 4.63563 206.748
8760000 110.888 87.1997 4.50626 202.594
8768000 112.443 84.831 5.13213 202.406
8776000 115.439 89.6195 4.00407 209.062
8784000 115.047 86.4116 3.75825 205.217
8792000 119.717 85.9054 4.11134 209.734
8800000 117.707 93.0524 4.11498 214.874
8808000 114.006 89.5048 5.75425 209.265
8816000 112.833 89.9113 4.40182 207.146
8824000 117.176 85.7908 4.83796 207.805
8832000 110.645 85.0834 5.35353 201.082
8840000 112.514 90.7324 4.51406 207.76
8848000 115.233 88.315 4.482 208.03
8856000 115.028 89.1087 4.07641 208.214
8864000 121.346 88.1857 3.68702 213.219
8872000 120.354 94.5473 4.12019 219.021
8880000 111.37 87.1123 4.4193 202.901
8888000 117.628 86.095 4.71015 208.434
8896000 116.029 87.1361 5.63269 208.798
8904000 116.404 88.9651 3.91395 209.283
8912000 120.668 84.9534 4.28756 209.909
8920000 117.271 89.6547 3.77378 210.7
8928000 114.921 90.3994 5.10203 210.422
8936000 105.873 77.8401 7.59225 191.306
8944000 115.373 86.5319 4.62633 206.531
8952000 113.064 84.1757 4.2182 201.458
8960000 117.387 87.3087 4.39612 209.092
8968000 125.041 86.2094 3.87905 215.129
8976000 110.654 87.3788 3.59928 201.632
8984000 118.163 88.0525 4.6398 210.855
8992000 116.717 86.9047 3.44394 207.065
9000000 119.407 86.9466 3.34619 209.7
9008000 113.874 85.7456 4.85039 204.47
9016000 115.091 90.3687 3.75503 209.214
9024000 120.012 94.9366 3.93977 218.889
9032000 114.426 89.1111 4.24263 207.78
9040000 114.181 83.3815 4.56217 202.124
9048000 115.413 86.4943 4.92891 206.836
9056000 111.931 88.9776 4.30649 205.215
9064000 113.719 83.8731 3.26806 200.86
9072000 114.395 85.7784 3.99577 204.17
9080000 119.15 87.6248 4.65666 211.432
9088000 112.779 83.2941 3.74975 199.823
9096000 111.546 84.9075 4.80699 201.261
9104000 115.733 87.4286 3.84921 207.011
9112000 108.276 85.2203 4.8125 198.308
9120000 115.803 88.735 4.76547 209.303
9128000 113.946 86.7271 4.16556 204.839
9136000 119.895 87.4343 4.57856 211.907
9144000 115.734 88.0424 4.036 207.813
9152000 116.927 94.0261 4.8004 215.753
9160000 108.841 90.066 4.83619 203.743
9168000 110.453 86.3836 4.24218 201.078
9176000 112.227 87.6785 3.4579 203.363
9184000 119.911 85.1913 5.7141 210.817
9192000 115.435 92.2839 4.35587 212.074
9200000 114.702 87.236 4.14728 206.085
9208000 117.59 86.8303 4.54859 208.969
9216000 110.786 85.486 4.04863 200.321
9224000 114.573 84.6419 4.51325 203.728
9232000 111.459 87.8182 4.36645 203.643
9240000 125.443 84.5781 4.24985 214.271
9248000 113.455 87.0586 4.30129 204.815
9256000 119.552 85.8255 4.19865 209.576
9264000 113.255 85.4539 4.41925 203.128
9272000 113.832 87.1168 3.56461 204.513
9280000 109.751 85.5672 4.00226 199.32
9288000 123.965 83.0492 5.17832 212.193
9296000 114.491 91.289 5.0392 210.82
9304000 115.283 90.4353 3.90792 209.627
9312000 114.849 88.8089 4.33872 207.996
9320000 113.895 89.7592 3.7499 207.404
9328000 117.681 85.6145 4.89528 208.191
9336000 111.439 81.8008 5.19379 198.433
9344000 115.892 91.1963 4.08365 211.172
9352000 120.572 93.4595 3.05509 217.086
9360000 116.881 85.9211 4.32549 207.128
9368000 117.81 86.0639 4.22451 208.098
